row,col,snr_db,kmeans_shift,time_kmeans,fhmm_shift,fhmm_taue,fhmm_tauc,fhmm_ndef,time_fhmm,kmeans_shift_original,kmeans_n_original,fhmm_n,kmeans_n_matched
29,16,8.932060002715733,[1.59410000e-04],2.29514741897583,[0.00011296],[60.73705134],[38.29804325],1,1.3033723831176758,[0.00015941],1,1,1
29,17,7.825486509162081,[1.72800000e-04],3.1280324459075928,[0.0001443],[190.34139069],[42.2269971],1,3.923363924026489,[0.0001728],1,1,1
29,18,17.150300279258268,[2.91990000e-04 1.31850000e-04],8.576499938964844,[0.00024272 0.00010983],[629.02527529  64.27861319],[ 69.69643721 165.04711068],2,18.929553508758545,[0.00029199 0.00016014 0.00013185],3,2,2
29,19,9.89328423408264,[1.86060000e-04 1.53260000e-04],3.0988399982452397,[0.00020961 0.00010352],[808.12204873  98.80603788],[ 85.6570442  106.77976719],2,28.40629553794861,[0.00018606 0.00033932 0.00015326],3,2,2
29,21,6.783407737784977,[1.88950000e-04 5.13620000e-04],4.020208120346069,[0.00029507 0.00032458],[14.39799693 13.510214  ],[19.91916166 19.14735655],2,29.51952195167541,[0.00051362 0.00070257 0.00018895],3,2,2
29,22,10.418334511624794,[1.76810000e-04 2.75740000e-04],4.339426755905151,[0.0001875  0.00012362],[375.55937474 184.77057181],[133.69314225 132.38505521],2,32.10108208656311,[0.00027574 0.00017681 0.00045255],3,2,2
29,23,7.907724203792338,[1.31490000e-04 1.21070000e-04 2.43370000e-04],11.463387489318848,[0.00013768 0.00010606 0.00018192],[17.52403631 19.15761604 46.82388945],[360.9916357   12.52382015  11.87278816],3,315.3844609260559,[0.00013149 0.00012107 0.00024337 0.00037247 0.00049477],5,3,3
29,24,16.26304454162548,[1.49160000e-04 3.50587000e-03],4.944181442260742,[0.00185442 0.00073061],[2.40023854e+01 3.89364402e+05],[973.87339461   1.18480577],2,17.839510440826416,[0.00014916 0.00350587],2,2,2
29,25,9.226128432396818,[5.03430000e-04 3.93860000e-04],3.2840089797973637,[0.00050877 0.0003454 ],[112.91337359 244.08095891],[34.38636603 52.48118275],2,18.916751384735107,[0.00050343 0.00039386 0.00089729],3,2,2
29,26,19.061611669592,[2.51590000e-04 2.74728000e-03],7.344131946563721,[0.0005001  0.00273583],[1.02594947 2.        ],[33151.59871327   164.33333333],2,26.230470180511475,[0.00013467 0.00011692 0.00274728 0.00025159],4,2,2
29,27,6.792834117496826,[8.46410000e-04 2.23460000e-04],5.561562061309815,[0.00079312 0.00016868],[  63.87308132 1020.90738102],[ 1.8158904  84.64019812],2,51.502158880233765,[0.00062296 0.00022346 0.00084641],3,2,2
29,28,10.13413149893154,[2.70980000e-04],2.882169723510742,[0.00014684],[120.85096491],[71.81580142],1,8.842792987823486,[0.00027098],1,1,1
29,29,8.739625789693017,[1.39530000e-04 1.26380000e-04],4.649800062179565,[0.00014302 0.00010737],[450.63640561  46.80183166],[60.60093652 90.0344485 ],2,18.337018489837646,[0.00013953 0.00012638 0.00026591],3,2,2
29,30,14.773995913608912,[1.44540000e-04 1.67400000e-04],6.89673924446106,[0.00010268 0.00017575],[ 36.27174654 777.35522752],[60.39360857 74.09142222],2,14.89551877975464,[0.0001674  0.00014454 0.00031194],3,2,2
29,31,8.47553829380431,[1.46160000e-04],2.308540105819702,[0.00010673],[93.90450249],[77.84843674],1,3.302007913589477,[0.00014616],1,1,1
29,32,12.837130606477867,[1.57670000e-04 4.76200000e-04],9.41518759727478,[0.00011307 0.00043542],[ 87.50675454 100.05188446],[5.22687016e+01 4.77766791e+19],2,15.796549797058104,[0.00031853 0.00015767 0.0004762 ],3,2,2
30,1,11.62072123687318,[2.09907000e-03],2.5223758220672607,[0.00133481],[40.14273639],[457.70236062],1,5.041041374206543,[0.00209907],1,1,1
30,2,4.014551861916029,[1.39413000e-03 2.21150000e-04],7.087006092071533,[0.00136832 0.00014003],[ 47.04755189 582.64615593],[  1.         321.58238149],2,14.775771379470823,[0.00022115 0.00117298 0.00139413],3,2,2
30,3,9.468869515662618,[1.80220000e-04],2.2827608585357666,[0.00016626],[184.29594537],[67.04499241],1,4.515881538391113,[0.00018022],1,1,1
30,4,14.887538400507829,[1.99710000e-04],3.5591394901275635,[0.00017446],[51.52176539],[69.11787494],1,2.6601879596710205,[0.00019971],1,1,1
30,5,7.830136141063345,[7.58320000e-04 1.57430000e-04],5.067199468612671,[0.0003185  0.00036609],[250.95198346 257.05914876],[728.91793395 731.32650251],2,12.1985182762146,[0.00075832 0.00015743],2,2,2
30,6,10.80800281774617,[2.42892000e-03 1.35541400e-02],4.847220182418823,[0.00335278 0.00413035],[18.56753608 17.59817178],[87.049737   25.16450199],2,8.89853310585022,[0.00242892 0.01355414],2,2,2
30,7,15.483963651368814,[1.59510000e-04],2.563713788986206,[0.0001366],[171.06480401],[54.58348754],1,3.727907419204712,[0.00015951],1,1,1
30,8,24.59696785859308,[3.61110000e-03],1.938981056213379,[0.00010078],[34.05967652],[46.6781037],1,7.8969810009002686,[0.0036111],1,1,1
30,9,9.909236564239386,[1.80900000e-04],4.75511908531189,[0.00010672],[36.64626261],[55.99306332],1,13.090625524520874,[0.0001809],1,1,1
30,10,10.370899515014788,[4.02770000e-04 1.59710000e-04 5.55660000e-04],13.701305389404297,[0.00033367 0.00013151 0.00041276],[ 47.34099131 119.57608892  28.83757425],[ 37.72083264 174.23455889 720.15544815],3,113.72804737091064,[0.00023816 0.00055566 0.00015971 0.00040277],4,3,3
30,11,-6.1275715874185614,[2.37070000e-04 1.08363800e-02],5.028445720672607,[0.00167014 0.01062284],[2239.79324126   86.50103388],[2.49964634 9.39113854],2,11.367570638656616,[0.00023707 0.01083638],2,2,2
30,12,8.640534868253516,[1.95870000e-04],3.1770172119140625,[0.00015927],[47.58162097],[34.60449016],1,2.9823272228240967,[0.00019587],1,1,1
30,13,9.608811500874946,[1.72680000e-04],2.1572322845458984,[0.00014224],[141.86615229],[102.4861069],1,2.2545042037963867,[0.00017268],1,1,1
30,14,9.475392104061314,[1.83480000e-04],2.305241823196411,[0.00016644],[151.81500334],[45.94794675],1,3.053053140640259,[0.00018348],1,1,1
30,15,10.477975568382458,[1.75160000e-04 2.04810000e-04],5.247598171234131,[0.0001634 0.0001158],[59.42268965 27.27809637],[33.95937644 17.41546695],2,6.383628606796265,[0.00020481 0.00017516 0.00037997],3,2,2
30,16,20.137119165305705,[1.48040000e-04 3.05050000e-04],5.176131725311279,[0.00011163 0.00013717],[3.2724061e+01 2.3195440e+05],[ 51.6292415  215.62522843],2,19.69420409202576,[0.00014804 0.00030505],2,2,2
30,17,1.0546397822160576,[5.96635000e-03 1.43761000e-03],6.007769346237183,[0.00241261 0.00194459],[1.56208120e+07 5.36824462e+11],[149.53656322 149.72242951],2,12.762962818145752,[0.00596635 0.00143761],2,2,2
30,19,10.871663028999071,[2.19710000e-04],3.2958014011383057,[0.00012715],[69.35305292],[18.51078442],1,26.707539558410645,[0.00021971],1,1,1
30,20,3.7891974101647543,[3.88561000e-03 3.40860000e-04],5.718957901000977,[0.00383348 0.00039765],[8.41165845e+34 3.37549548e+03],[63.0000779   4.25787843],2,8.155299425125122,[0.00388561 0.00015007 0.00049093 0.00034086],4,2,2
30,21,17.80796693103197,[4.07302000e-03],2.4561262130737305,[0.00149418],[1.],[52.01409273],1,8.147680282592773,[0.00407302],1,1,1
30,22,9.450207425718236,[8.68450000e-04],2.1879329681396484,[0.00065484],[4.56527244e+15],[845.46420068],1,4.191560745239258,[0.00086845],1,1,1
30,23,20.060759227045992,[7.22670000e-04 1.87340000e-04],3.911942005157471,[0.00058655 0.00016253],[ 24.98727842 783.42671641],[426.258802   140.87692807],2,18.19855761528015,[0.00018734 0.00072267 0.00091001],3,2,2
30,24,16.57816222956938,[1.76110000e-04 2.70630000e-04],6.451110363006592,[0.00021439 0.00021452],[1.89232537e+02 1.57130399e+09],[ 31.70515829 121.55680154],2,24.035845518112183,[0.00027063 0.00017611 0.00044674],3,2,2
30,25,7.8258952941741775,[1.87210000e-04 5.02800000e-04],7.522702217102051,[0.00015791 0.00018439],[1.07365065e+01 4.09889328e+32],[36.90370594 76.64759733],2,51.78486156463623,[0.00018721 0.00069001 0.0005028 ],3,2,2
30,26,7.613323265620842,[1.90210000e-04],2.137331247329712,[0.00015864],[150.06492919],[27.47661899],1,12.588284730911257,[0.00019021],1,1,1
30,27,12.13164051693924,[1.60620000e-04],3.0900797843933105,[0.00010429],[70.63236676],[56.27124509],1,4.154758453369141,[0.00016062],1,1,1
30,28,9.181259991067352,[4.88460000e-04],2.102185010910034,[0.00033361],[15.91509379],[17.86366319],1,25.46321177482605,[0.00048846],1,1,1
30,29,21.08422088635648,[1.65780000e-04 3.59417000e-03],6.140758037567139,[0.00026901 0.00013218],[49.07485634 18.20886479],[ 8.12151006 12.6003516 ],2,11.328242778778076,[0.00359417 0.00016578 0.00542454],3,2,2
30,30,9.652106337010292,[1.96010000e-04],3.018332004547119,[0.00015409],[82.51329881],[50.06883716],1,9.419443607330322,[0.00019601],1,1,1
30,31,13.11005702115411,[7.38770000e-04 1.62027000e-03 1.90413000e-03],8.428362846374512,[0.00018948 0.00047027 0.00015914],[12.94952167 11.08012442 21.21103281],[ 8.53587639 13.34158123  6.18507801],3,80.46755790710449,"[0.00073877 0.0051647  0.00237906 0.00326056 0.00399933 0.00590346
 0.0035244  0.00162027 0.00190413]",9,3,3
30,32,15.463570331946732,[1.88610000e-04],2.621488094329834,[0.00015938],[225.77030936],[70.03220008],1,7.121608734130859,[0.00018861],1,1,1
31,1,13.603813095865638,[1.52990000e-04 1.97580000e-04],6.7884907722473145,[0.00011117 0.00024511],[ 76.92074502 158.89361805],[129.91494278  21.30367398],2,34.48913860321045,[0.00019758 0.00035057 0.00015299],3,2,2
31,2,13.700622620630895,[1.85740000e-04 2.24040000e-04],5.492080450057983,[0.00010772 0.00016405],[ 30.81474954 256.00590671],[30.62247705 32.20396526],2,44.08924245834351,[0.00018574 0.00040978 0.00022404],3,2,2
31,3,24.04457892997977,[1.48427000e-03 1.74620000e-04],5.625137567520142,[0.00156253 0.00013208],[  1.         148.32924877],[248.50000024  35.26262832],2,45.54258418083191,[0.00017462 0.00148427 0.00165889],3,2,2
31,4,14.612215609800984,[1.96250000e-04],2.4867889881134038,[0.00013089],[22.25965852],[23.01509984],1,6.172273635864258,[0.00019625],1,1,1
31,5,9.386765174479608,[1.97410000e-04 3.89660000e-04],5.076306819915772,[0.00013796 0.0002376 ],[214.67579266 391.54698129],[ 95.0405191  291.90403698],2,18.167330026626587,[0.00019741 0.00038966],2,2,2
31,6,17.36121826802979,[2.54410000e-04 3.57470000e-04],6.950355529785156,[0.00018022 0.00013627],[2.40132046e+08 1.84440448e+02],[708.75065364 146.43887421],2,14.655144929885864,[0.00035747 0.00061188 0.00025441],3,2,2
31,7,5.660636687398004,[4.52670000e-04],2.859482288360596,[0.00032578],[48.18084819],[5.8860218],1,9.90653395652771,[0.00045267],1,1,1
31,8,7.585927157758756,[2.50980000e-04],3.2782976627349854,[0.00057938],[322.28977872],[7.27085164],1,5.187432765960693,[0.00025098],1,1,1
31,9,6.945337814906215,[5.68960000e-04 2.57790000e-04],4.385504961013794,[0.00042109 0.00010382],[254.13846793 113.87173   ],[241.1461244   71.94414172],2,17.172847509384155,[0.00031117 0.00025779 0.00056896],3,2,2
31,10,11.100307616801937,[6.30430000e-04],2.6277942657470703,[0.00014919],[100.94865811],[63.29174352],1,5.424507141113281,[0.00063043],1,1,1
31,12,11.651818780361843,[1.78310000e-04],3.783149003982544,[0.00015782],[175.24899094],[57.3274826],1,7.096675872802734,[0.00017831],1,1,1
31,13,11.764196925701896,[1.38030000e-04],4.439939260482788,[0.00010509],[57.41804057],[41.04181761],1,4.319447755813599,[0.00013803],1,1,1
31,14,13.681940119830236,[1.82150000e-04],4.025230169296265,[0.00011578],[32.21141532],[28.83878429],1,6.0951104164123535,[0.00018215],1,1,1
31,15,21.0916149941615,[1.33630000e-04 1.68180000e-04],6.966309309005737,[0.00011235 0.00012666],[74.9909615  58.49697097],[33.31201111 27.83085699],2,36.06231474876404,[0.00016818 0.00013363 0.00030181],3,2,2
31,16,13.6853898900964,[5.14800000e-04 1.81710000e-04],9.42903995513916,[0.00056781 0.00013998],[ 11.56446909 177.24483144],[143.38432655  92.44166042],2,22.8661687374115,[0.00018171 0.00069651 0.0005148 ],3,2,2
31,17,5.388267471780416,[5.02420000e-04],3.240196466445923,[0.00021476],[23.87838936],[27.26293683],1,6.190291404724121,[0.00050242],1,1,1
31,18,13.276368661400497,[1.74620000e-04],3.39033579826355,[0.00014297],[48.69781524],[34.21496194],1,4.837675094604492,[0.00017462],1,1,1
31,19,7.072760149167397,[3.46273000e-03],3.8369531631469727,[0.00334519],[13.94584848],[36.6205241],1,7.602885961532593,[0.00346273],1,1,1
31,20,23.61284588313433,[1.91860000e-04],3.866899967193604,[0.00013714],[57.51812924],[48.93453661],1,7.825279235839844,[0.00019186],1,1,1
31,21,8.655516654467611,[1.29660000e-04 1.74230000e-04],6.303952932357788,[0.00011704 0.00013498],[  33.29042561 6988.13546403],[60.92936011 87.8824651 ],2,32.22031831741333,[0.00017423 0.00012966 0.00030389],3,2,2
31,22,7.920216439271947,[3.26240000e-04],2.921453952789306,[0.00027197],[103.8116573],[16.05478271],1,15.012831926345823,[0.00032624],1,1,1
31,23,9.577596532669345,[1.83340000e-04],4.212882041931152,[0.0001403],[55.02753081],[37.95893059],1,6.309406280517578,[0.00018334],1,1,1
31,25,10.532066434594707,[1.35760000e-04 1.57130000e-04],4.468004941940308,[0.00011002 0.00011879],[ 49.86814837 298.82321277],[76.45295249 86.10365969],2,22.81194257736206,[0.00015713 0.00013576 0.00029289],3,2,2
31,26,24.52064978712884,[2.56511000e-03],3.5266270637512207,[0.00012234],[71.46355042],[61.40820583],1,4.493144273757935,[0.00256511],1,1,1
31,27,14.364648038994916,[1.07409000e-03 2.01780000e-04],6.032382011413574,[0.00099396 0.00013574],[ 49.23427929 439.87662037],[  1.71560302 213.53548386],2,31.659997701644897,[0.00020178 0.0008723  0.00107409],3,2,2
31,28,5.496471073109767,[1.99810000e-04 1.57200000e-04 1.86820000e-04],9.930906772613524,[0.00019665 0.00014416 0.00020486],[10.65334507 10.63982156 10.67630383],[12.93367699 11.36710917 12.82565918],3,177.29611539840698,"[0.00047166 0.00093543 0.00077823 0.0001572  0.00062887 0.00082867
 0.00035701 0.00018682 0.00132206 0.00113524 0.00019981 0.00030656]",12,3,3
31,29,11.084614956957925,[1.99510000e-04 2.24580000e-04],4.4476637840271,[0.00013644 0.00016303],[69.09803377 60.17176106],[64.61258922 67.90413178],2,11.448525667190552,[0.00019951 0.00022458 0.00042409],3,2,2
31,30,12.483562490373092,[8.84110000e-04],1.9571630954742432,[0.00085782],[170.09688407],[161.47914628],1,4.819959402084351,[0.00088411],1,1,1
31,31,11.87522527696589,[1.53610000e-04],2.002492427825928,[0.00012476],[146.28165445],[72.52696066],1,11.654170989990234,[0.00015361],1,1,1
31,32,8.698763298943872,[1.58460000e-04],2.086220979690552,[0.00012571],[95.97155253],[65.83028643],1,9.064582586288452,[0.00015846],1,1,1
32,1,12.100318089816865,[1.66170000e-04 1.93610000e-04],8.052350759506226,[0.0001003  0.00016996],[43.04380748 67.2003418 ],[ 56.84435546 141.48407142],2,16.178048372268677,[0.00016617 0.00035977 0.00019361],3,2,2
32,2,2.6315181145260857,[3.66324000e-03],3.0685930252075195,[0.00340644],[406.67796012],[590.29692426],1,3.568530797958374,[0.00366324],1,1,1
32,3,8.906854228442885,[1.88550000e-04 2.27320000e-04],6.906421184539795,[0.00016306 0.00029205],[6.52303697e+01 8.96230354e+16],[58.80906845 84.50984639],2,19.035662174224854,[0.00022732 0.00018855 0.00041588],3,2,2
32,4,26.679527406060725,[1.91270000e-04 1.69945000e-03],6.574105978012085,[0.00010259 0.00013902],[ 34.17119233 285.23896716],[2.28290735e+01 2.83502961e+04],2,14.968935012817385,[0.00019127 0.00413266 0.00169945 0.00189072],4,2,2
32,5,8.004563768732968,[1.52860000e-04 1.63510000e-04],7.667582988739014,[0.00015519 0.00011599],[275.34584647  51.80817839],[73.26679715 39.94198884],2,14.662632942199709,[0.00016351 0.00031636 0.00015286],3,2,2
32,6,14.32909785597177,[2.79431000e-03],3.092503309249878,[0.00279431],[12.99999379],[319.66654197],1,5.126772403717041,[0.00279431],1,1,1
32,7,11.607049915547927,[4.39350000e-04],2.6737635135650635,[0.00011388],[218.21950036],[61.30991808],1,13.9648916721344,[0.00043935],1,1,1
32,8,9.662075650219336,[1.98470000e-04 2.37910000e-04],3.991434574127197,[0.00014673 0.00011843],[26.18465427 17.38180294],[33.29687716 21.35989044],2,14.55545425415039,[0.00019847 0.00023791 0.00043639],3,2,2
32,9,8.072418405234254,[3.27910000e-03 3.00506000e-03],4.838350057601929,[0.00316037 0.00456094],[4.02407877e+04 3.62610604e+14],[849.63090296 852.81291984],2,10.789086103439333,[0.00027404 0.0032791  0.00300506 0.01031161],4,2,2
32,10,16.510299179497594,[1.75880000e-04 1.35150000e-03],7.111141920089722,[0.00020013 0.00128529],[613.55768999   1.15927957],[49.74420816 51.82376257],2,19.69890022277832,[0.0013515  0.00017588 0.00117562],3,2,2
32,11,10.09413826146353,[1.66380000e-04],2.7674129009246826,[0.00010819],[48.71515266],[33.27985231],1,7.99674654006958,[0.00016638],1,1,1
32,12,0.8026968837807282,[2.86455000e-03],2.1543996334075928,[0.00205426],[8.99703748],[2.04713553],1,19.813125133514404,[0.00286455],1,1,1
32,13,22.55701725239131,[1.53136687e-04 2.00128314e-04 2.36400214e-04 4.06629499e-03],26.459811449050903,[0.00012925 0.00017436 0.00018941 0.00408959],[25.82766017 32.66099935 17.41549944  1.        ],[ 13.98484978  19.51922261  48.97731545 498.        ],4,787.1577262878418,"[2.57898588e-04 9.02883185e-05 2.94726866e-04 2.00128314e-04
 4.95533866e-04 1.53136687e-04 5.42525493e-04 3.42397165e-04
 2.36400214e-04 1.05996965e-04 4.54183872e-04 3.89536901e-04
 6.00852130e-04 6.90584071e-04 4.06629499e-03 8.37252359e-04]",16,4,4
32,14,7.148967144500169,[2.35960000e-04],2.4383387565612797,[0.0001521],[80.79141015],[35.51022159],1,7.162312746047974,[0.00023596],1,1,1
32,15,9.1042344631647,[1.61480000e-04],2.055469512939453,[0.00012384],[123.16196706],[32.84998403],1,5.060661315917969,[0.00016148],1,1,1
32,16,22.015000092505908,[3.30090000e-04 1.99670000e-03],3.87730860710144,[0.00011194 0.00032573],[ 22.35764152 755.29129567],[1.05560422e+02 2.32378005e+17],2,14.244726419448853,[0.00033009 0.0019967  0.00232679],3,2,2
32,17,11.054619916008932,[1.68170000e-04],2.721771001815796,[0.00013052],[43.1797145],[53.13830838],1,5.045068264007568,[0.00016817],1,1,1
32,18,6.415008807798625,[1.93020000e-04 5.39570000e-04],7.918399095535278,[0.00014734 0.00045987],[350.16126139  17.55977285],[169.70379886  19.34765373],2,17.136093854904175,[0.00019302 0.00020935 0.00074892 0.00034655 0.00053957],5,2,2
32,19,2.2213151979585515,[6.60830000e-04 4.36850000e-04 1.93039000e-03],9.283941507339478,[0.00102973 0.00071165 0.00110402],[6.05702090e+13 1.57995017e+00 8.97754028e+16],[ 384.39041009 1249.9757184   384.49920785],3,68.0653350353241,[0.00193039 0.00022398 0.00043685 0.00066083],4,3,3
32,20,11.092627605027085,[1.95470000e-04 2.16670000e-04],4.563737869262695,[0.00013418 0.00024943],[152.70675618  27.58330676],[ 61.9132127  273.10211436],2,9.244614362716677,[0.00019547 0.00021667 0.00041214],3,2,2
32,21,24.049573782801904,[1.42970000e-04 1.71900000e-04],5.841393947601318,[0.00010921 0.00012881],[ 14.37281567 317.20867881],[ 56.07145277 147.53065212],2,18.236915111541748,[0.0001719  0.00014297 0.00031487 0.00265368],4,2,2
32,22,8.305730208087889,[2.42350000e-04 3.02100000e-04],7.557143211364746,[0.00013688 0.00026405],[5.89253064e+01 1.22598709e+07],[ 75.11118681 223.68853938],2,24.35688662528992,[0.0003021  0.00024235 0.00054445],3,2,2
32,23,9.417639243985503,[2.51400000e-04 2.78100000e-04],7.8402259349823,[0.00021839 0.00037412],[1.05782688e+02 1.12565663e+33],[306.03471888 332.36238976],2,15.10822367668152,[0.0002781 0.0005295 0.0002514],3,2,2
32,24,6.778320766557425,[5.31490000e-04 3.75750000e-04 3.07250000e-04],11.279455184936523,[0.00058462 0.00037547 0.00051572],[1.01447313e+02 5.78769075e+05 1.04366281e+02],[295.6657628  168.77602179 304.58948088],3,129.20867896080017,"[0.00022424 0.00030725 0.00015574 0.00053149 0.00037575 0.00117005
 0.00101432]",7,3,3
32,25,8.123459349575771,[1.86890000e-04],3.5862176418304443,[0.00013685],[68.54768193],[70.15936064],1,4.8823230266571045,[0.00018689],1,1,1
32,26,9.656907051000708,[2.74190000e-04],3.3889827728271484,[0.00014733],[141.87781931],[147.89913983],1,6.93242621421814,[0.00027419],1,1,1
